"RentedBikes","Hour","Temperature","Humidity","Wind.speed","Visibility","Dew.point.temperature","Solar.Radiation","Rainfall","Snowfall","Holiday"
256,17,-2.7,35,1.8,2000,-16,0.18,0,2,2
384,18,-3.8,42,3.3,2000,-14.8,0,0,2,2
276,19,-4.5,51,2,2000,-13.1,0,0,2,2
225,20,-4.9,55,2,2000,-12.5,0,0,2,2
224,21,-5,57,1.9,2000,-12.2,0,0,2,2
213,22,-5.5,56,1.5,2000,-12.9,0,0,2,2
149,23,-5.8,57,1.7,2000,-12.9,0,0,2,2
142,0,-6.5,63,1.5,1666,-12.3,0,0,2,2
172,1,-7.3,67,1.1,1593,-12.3,0,0,2,2
108,2,-7.8,68,0.9,1642,-12.6,0,0,2,2
71,3,-8.1,70,1.3,1557,-12.6,0,0,2,2
38,4,-8.5,73,1,1723,-12.4,0,0,2,2
56,5,-8.3,67,0.9,1566,-13.3,0,0,2,2
97,6,-8.2,66,0.9,1718,-13.4,0,0,2,2
213,7,-8.1,67,0.9,1737,-13.1,0,0,2,2
466,8,-7.8,65,1.1,1738,-13.2,0,0,2,2
239,9,-6.7,62,1.1,1749,-12.7,0.09,0,2,2
162,10,-5.4,56,1.1,1751,-12.8,0.28,0,2,2
204,11,-4.2,51,1.1,1772,-12.8,0.4,0,1.9,2
209,12,-3.2,49,1.3,1723,-12.4,0.53,0,1.9,2
228,13,-1.3,43,1,1777,-12.3,0.8,0,1.7,2
243,14,-0.5,44,1,1793,-11.2,0.71,0,1.7,2
240,15,-0.2,45,1,1852,-10.7,0.41,0,1.6,2
225,16,-0.5,48,1.1,1722,-10.1,0.12,0,1.6,2
237,17,-0.9,70,1.1,299,-5.6,0.02,0,2.2,2
329,18,-1.4,79,1.6,702,-4.5,0,0.1,2.2,2
190,19,-1.5,81,1.8,751,-4.3,0,0,2.2,2
165,20,-1.9,86,0.9,700,-3.9,0,0,2.4,2
197,21,-2,83,1.2,904,-4.5,0,0.1,2.4,2
184,22,-1.6,82,0.4,929,-4.2,0,0,2.3,2
153,23,-1.1,87,1.4,349,-2.9,0,0,2.2,2
166,0,-1.3,90,2,259,-2.7,0,0,2.2,2
189,1,-1.8,90,1.6,263,-3.2,0,0,2.2,2
132,2,-2.2,88,1.4,348,-3.9,0,0,2.2,2
79,3,-2.9,89,1.3,288,-4.4,0,0,2.2,2
58,4,-3.6,91,1.2,241,-4.8,0,0,2.2,2
49,5,-4.3,91,1.5,233,-5.5,0,0,2.2,2
84,6,-4.8,91,1.1,266,-6,0,0,2.2,2
178,7,-5.3,90,1.1,311,-6.6,0,0,2.2,2
423,8,-5.6,89,0.9,371,-7.1,0,0,2.2,2
265,9,-5.3,88,0.4,463,-6.9,0.21,0,2.2,2
169,10,-3,71,0.7,608,-7.5,0.67,0,2.1,2
243,11,-0.7,62,0.7,519,-7,0.77,0,2,2
290,12,1.9,40,2,1835,-10.3,1.04,0,1.9,2
285,13,3.2,42,1.8,1349,-8.5,1.08,0,1.8,2
255,14,4.3,47,2.3,953,-6,0.96,0,1.6,2
316,15,4.4,46,1.4,1113,-6.2,0.78,0,1,2
301,16,4.1,51,1.8,1112,-5.1,0.48,0,0.9,2
366,17,2.9,60,1.3,1193,-4.1,0.16,0,0.8,2
531,18,1.7,64,1.3,1140,-4.3,0,0,0.8,2
355,19,0.8,71,0.9,923,-3.8,0,0,0.8,2
288,20,0.2,72,0.7,990,-4.2,0,0,0.8,2
248,21,-0.4,74,0.6,1065,-4.4,0,0,0.8,2
252,22,-1.1,78,0.6,865,-4.4,0,0,0.8,2
212,23,-1.5,79,0.6,821,-4.6,0,0,0.8,2
196,0,-1.7,79,0.5,794,-4.8,0,0,0.8,1
250,1,-1.6,79,0.6,784,-4.7,0,0,0.8,1
161,2,-1.1,79,0.7,736,-4.2,0,0,0.8,1
99,3,-0.6,76,0.5,789,-4.3,0,0,0.7,1
64,4,-0.3,76,0.9,760,-4,0,0,0.7,1
76,5,-0.2,73,0.8,880,-4.4,0,0,0.7,1
114,6,-0.1,71,0.8,895,-4.7,0,0,0.7,1
283,7,-0.3,72,0.7,919,-4.7,0,0,0.7,1
544,8,-0.4,69,0.5,904,-5.4,0,0,0.7,1
298,9,0.3,67,0.7,897,-5.1,0.03,0,0.6,1
248,10,1.4,64,1,897,-4.6,0.25,0,0.5,1
278,11,3.1,57,0.8,804,-4.6,0.63,0,0,1
301,12,4.5,56,0.8,836,-3.5,0.71,0,0,1
320,13,5.4,55,1.2,820,-2.9,0.66,0,0,1
326,14,5.9,55,0.6,779,-2.4,0.48,0,0,1
386,15,6.5,55,0.9,801,-1.9,0.38,0,0,1
416,16,6,58,0.7,732,-1.6,0.19,0,0,1
477,17,5.4,61,1.3,691,-1.5,0.08,0,0,1
671,18,4.9,63,0.6,677,-1.5,0,0,0,1
481,19,5.2,64,0.7,691,-1,0,0,0,1
323,20,5.9,67,1.3,779,0.2,0,0,0,1
309,21,6.1,70,2.2,763,1,0,0,0,1
314,22,6.1,70,2.7,806,1,0,0,0,1
249,23,5.8,74,2.5,832,1.5,0,0,0,1
282,0,5.8,75,1.9,788,1.7,0,0,0,2
337,1,5.7,75,1.7,706,1.6,0,0,0,2
312,2,5.6,76,1.6,641,1.6,0,0,0,2
230,3,5.4,77,1.6,583,1.6,0,0,0,2
120,4,5.3,79,0.9,506,1.9,0,0,0,2
59,5,5,81,1.2,425,2,0,0,0,2
63,6,5.1,81,1.3,375,2.1,0,0,0,2
99,7,5.1,82,0.7,334,2.2,0,0,0,2
188,8,5.1,83,0.9,297,2.4,0,0,0,2
239,9,5.2,84,0.7,226,2.7,0.03,0,0,2
235,10,5.4,82,1.2,215,2.5,0.13,0,0,2
282,11,5.7,81,1.1,192,2.6,0.18,0,0,2
325,12,7,72,1.9,246,2.2,0.64,0,0,2
423,13,7.7,68,1,249,2.1,0.58,0,0,2
405,14,8.6,63,1.6,263,1.9,0.72,0,0,2
443,15,8.6,64,1.5,269,2.1,0.57,0,0,2
473,16,8.2,64,1,281,1.7,0.32,0,0,2
453,17,7.7,67,0.9,264,1.9,0.11,0,0,2
340,18,6.6,73,0.4,229,2,0,0,0,2
260,19,6,76,1.1,219,2,0,0,0,2
258,20,5.9,75,1.5,222,1.7,0,0,0,2
279,21,5.6,77,0.9,212,1.8,0,0,0,2
282,22,5.3,79,0.6,200,1.9,0,0,0,2
237,23,5.5,80,0.6,185,2.3,0,0,0,2
266,0,5.6,78,0.6,196,2,0,0,0,1
251,1,5.6,78,0.5,197,2,0,0,0,1
196,2,5.4,80,0.9,190,2.2,0,0,0,1
149,3,5.2,82,0.8,190,2.3,0,0,0,1
79,4,5.2,82,0.7,189,2.3,0,0,0,1
44,5,5.1,82,0.6,185,2.2,0,0,0,1
12,6,4.9,84,1.3,159,2.4,0,0.1,0,1
3,7,4.7,89,1.1,100,3,0,0,0,1
4,8,4.6,91,1.7,95,3.2,0,0,0,1
3,9,4.6,94,0.9,90,3.7,0,6.4,0,1
4,10,4.8,96,0.6,87,4.2,0.04,0,0,1
9,11,4.6,95,0.8,156,3.8,0.05,0,0,1
4,12,4.1,91,0.8,404,2.7,0.07,9.5,0,1
7,13,3.7,90,0.7,744,2.2,0.15,0,0,1
28,14,3.3,90,2.5,561,1.8,0.19,0,0,1
38,15,2.9,90,2,380,1.4,0.08,3.5,0,1
54,16,2.3,91,3.3,270,0.9,0.07,0,0,1
104,17,2.2,86,2.6,605,0,0.04,0,0,1
128,18,1.9,82,4.3,699,-0.8,0.01,0.5,0,1
132,19,1.1,68,4.4,695,-4.1,0,0,0,1
116,20,0.6,67,3.3,506,-4.8,0,0,0,1
145,21,0.4,69,3.5,477,-4.6,0,0,0,1
110,22,0.2,69,2.7,565,-4.8,0,0,0,1
128,23,0,63,3.2,884,-6.2,0,0,0,1
160,0,-0.6,64,2.4,1010,-6.5,0,0,0,1
132,1,-1.2,57,4.3,1429,-8.6,0,0,0,1
115,2,-1.8,53,4.1,1825,-10.1,0,0,0,1
100,3,-2.3,52,3.4,1947,-10.8,0,0,0,1
72,4,-3,51,3.2,2000,-11.7,0,0,0,1
32,5,-3.7,51,2.6,2000,-12.3,0,0,0,1
59,6,-4.1,50,3,2000,-13,0,0,0,1
61,7,-4.6,46,2.8,2000,-14.4,0,0,0,1
94,8,-4.9,44,3,2000,-15.3,0,0,0,1
107,9,-4.6,40,3.5,2000,-16.1,0.18,0,0,1
133,10,-3.7,35,3.7,1937,-16.9,0.57,0,0,1
179,11,-2.8,35,2.9,1984,-16.1,0.87,0,0,1
221,12,-1.6,33,2.5,1874,-15.8,1.18,0,0,1
244,13,-1.5,33,3.8,2000,-15.7,1.18,0,0,1
274,14,-0.4,31,2,2000,-15.5,1.1,0,0,1
319,15,0.4,28,2.5,2000,-16,0.9,0,0,1
272,16,0.4,27,2,2000,-16.4,0.58,0,0,1
260,17,-0.7,29,2,2000,-16.5,0.21,0,0,1
237,18,-1.6,33,2,2000,-15.8,0,0,0,1
184,19,-1.8,41,2.1,2000,-13.3,0,0,0,1
181,20,-2.1,49,1.7,2000,-11.4,0,0,0,1
185,21,-1.7,51,1.7,2000,-10.5,0,0,0,1
176,22,-1.3,53,1.7,2000,-9.6,0,0,0,1
169,23,-1,55,1.9,2000,-8.9,0,0,0,1
178,0,-1.4,58,1,1880,-8.6,0,0,0,2
127,1,-1.5,62,1.3,2000,-7.8,0,0,0,2
85,2,-2.1,69,1,1995,-7,0,0,0,2
72,3,-2.6,70,1,1992,-7.3,0,0,0,2
49,4,-2.6,72,1.4,1929,-6.9,0,0,0,2
65,5,-2.9,77,0.8,1833,-6.3,0,0,0,2
120,6,-2.8,73,0.7,1906,-6.9,0,0,0,2
296,7,-2.9,73,1.9,1911,-7,0,0,0,2
578,8,-2.7,68,2.2,1919,-7.7,0,0,0,2
293,9,-2.8,52,2.9,1895,-11.3,0.16,0,0,2
180,10,-2.2,36,4.1,1930,-15.2,0.53,0,0,2
250,11,-2.1,28,4.9,1887,-18.2,0.87,0,0,2
262,12,-1.3,23,4,2000,-19.8,1.09,0,0,2
262,13,-2,15,4.7,1970,-25.2,1.18,0,0,2
271,14,-1.6,20,4.3,2000,-21.6,1.11,0,0,2
246,15,-1.9,17,5,2000,-23.7,0.93,0,0,2
282,16,-1.9,17,3.3,2000,-23.7,0.61,0,0,2
350,17,-3.6,20,3.7,2000,-23.3,0.23,0,0,2
481,18,-4.7,23,3.4,2000,-22.7,0.01,0,0,2
317,19,-5.4,27,3,2000,-21.5,0,0,0,2
252,20,-6.1,32,4.7,2000,-20.1,0,0,0,2
220,21,-6.6,39,3.2,2000,-18.2,0,0,0,2
213,22,-7.2,38,3.1,2000,-19.1,0,0,0,2
156,23,-7.5,37,3.1,2000,-19.7,0,0,0,2
133,0,-7.9,37,2.2,2000,-20,0,0,0,2
142,1,-8.2,39,1.8,2000,-19.7,0,0,0,2
93,2,-8.6,37,1.5,2000,-20.7,0,0,0,2
81,3,-9.1,37,1,2000,-21.1,0,0,0,2
55,4,-9.1,33,2.3,2000,-22.4,0,0,0,2
66,5,-9.4,36,1.9,2000,-21.7,0,0,0,2
105,6,-9.8,37,1.7,2000,-21.7,0,0,0,2
262,7,-10.1,38,2.3,2000,-21.7,0,0,0,2
502,8,-10.2,35,1.8,2000,-22.7,0,0,0,2
279,9,-9.8,33,2,1997,-23,0.17,0,0,2
146,10,-8.5,29,2.4,1992,-23.4,0.56,0,0,2
213,11,-6.8,28,2.1,1986,-22.3,0.88,0,0,2
230,12,-5.5,21,2.1,1941,-24.4,1.08,0,0,2
258,13,-4.7,18,3.7,2000,-25.4,1.16,0,0,2
231,14,-4,18,2.4,2000,-24.8,1.09,0,0,2
228,15,-3.1,16,2.2,2000,-25.4,0.9,0,0,2
269,16,-3.2,23,2.7,2000,-21.4,0.57,0,0,2
314,17,-4.2,26,2.2,2000,-20.8,0.2,0,0,2
466,18,-5.2,32,2.2,2000,-19.3,0,0,0,2
315,19,-5.5,31,2.1,2000,-19.9,0,0,0,2
262,20,-5.9,34,0.9,2000,-19.2,0,0,0,2
242,21,-6.4,34,1.2,2000,-19.7,0,0,0,2
243,22,-6.4,36,1.3,2000,-19,0,0,0,2
216,23,-6.3,39,0.9,2000,-18,0,0,0,2
164,0,-6.5,41,1.7,2000,-17.6,0,0,0,2
169,1,-6.6,39,1.4,2000,-18.2,0,0,0,2
163,2,-6.6,34,1.8,2000,-19.8,0,0,0,2
86,3,-6,32,2.5,2000,-20,0,0,0,2
50,4,-5.8,32,1.6,2000,-19.8,0,0,0,2
61,5,-5.7,28,1.2,2000,-21.3,0,0,0,2
103,6,-5.5,24,0.5,2000,-22.9,0,0,0,2
257,7,-5,31,0.5,2000,-19.5,0,0,0,2
554,8,-4.7,30,0.6,2000,-19.6,0,0,0,2
326,9,-4.3,38,0.7,1877,-16.5,0.04,0,0,2
225,10,-3.4,33,1.3,1863,-17.4,0.33,0,0,2
288,11,-2.1,34,1,1868,-15.8,0.65,0,0,2
286,12,-0.8,38,1,1686,-13.3,0.75,0,0,2
301,13,0.8,46,1.4,1598,-9.5,0.8,0,0,2
311,14,0.8,55,1.8,1132,-7.2,0.59,0,0,2
303,15,0.4,57,2.4,1179,-7.1,0.36,0,0,2
390,16,0.3,57,2.3,1204,-7.2,0.19,0,0,2
407,17,0.2,58,2,1159,-7.1,0.08,0,0,2
552,18,-0.6,62,1.6,1129,-6.9,0,0,0,2
402,19,-0.4,62,0.9,1103,-6.8,0,0,0,2
319,20,-0.3,62,1.3,1040,-6.7,0,0,0,2
332,21,-0.2,62,0.6,986,-6.6,0,0,0,2
285,22,0,63,1.3,968,-6.2,0,0,0,2
260,23,0.1,63,1.1,1003,-6.1,0,0,0,2
233,0,0.2,63,0.7,925,-6,0,0,0,2
269,1,0.3,63,0.7,760,-5.9,0,0,0,2
210,2,0.5,63,1,691,-5.7,0,0,0,2
135,3,0.6,64,0.4,731,-5.4,0,0,0,2
85,4,0.6,65,0.4,712,-5.2,0,0,0,2
67,5,0.7,66,0.7,687,-4.9,0,0,0,2
128,6,0.8,68,0.6,673,-4.4,0,0,0,2
289,7,0.9,67,0.6,658,-4.5,0,0,0,2
636,8,1,68,0.6,624,-4.2,0,0,0,2
353,9,1.2,67,0.2,591,-4.2,0.06,0,0,2
252,10,1.9,65,0.3,562,-3.9,0.17,0,0,2
317,11,3.1,62,1.1,517,-3.4,0.29,0,0,2
363,12,4.3,62,1.6,472,-2.3,0.52,0,0,2
370,13,5.2,58,2.5,435,-2.4,0.81,0,0,2
419,14,5.7,54,3.5,418,-2.9,0.83,0,0,2
426,15,5.7,53,2.7,408,-3.1,0.65,0,0,2
504,16,5.4,56,2.2,396,-2.6,0.39,0,0,2
534,17,4.5,59,1.6,384,-2.8,0.14,0,0,2
574,18,3.6,62,1.4,389,-3,0.01,0,0,2
395,19,2.7,68,1.2,348,-2.6,0,0,0,2
292,20,1.7,73,0.5,332,-2.6,0,0,0,2
282,21,1,77,1.5,297,-2.5,0,0,0,2
294,22,0.8,77,1.4,293,-2.7,0,0,0,2
236,23,0.3,80,0.8,264,-2.7,0,0,0,2
240,0,-0.4,83,1.2,247,-2.9,0,0,0,2
234,1,-0.5,83,0.7,244,-3,0,0,0,2
192,2,-0.9,84,0.6,230,-3.2,0,0,0,2
127,3,-1.1,83,0.8,237,-3.6,0,0,0,2
86,4,-1.1,83,0.7,242,-3.6,0,0,0,2
52,5,-1.2,81,0.8,258,-4,0,0,0,2
62,6,-1.1,81,1,253,-3.9,0,0,0,2
88,7,-0.7,79,0.7,259,-3.8,0,0,0,2
162,8,-0.4,78,0.5,249,-3.7,0,0,0,2
224,9,0.2,76,1.3,249,-3.5,0.03,0,0,2
208,10,0.8,73,0.5,248,-3.4,0.15,0,0,2
237,11,2,69,1,257,-3.1,0.32,0,0,2
274,12,3.2,64,0.8,258,-2.9,0.47,0,0,2
333,13,4,62,1,256,-2.6,0.51,0,0,2
356,14,4.3,60,1.2,272,-2.7,0.4,0,0,2
337,15,4.3,61,0.7,274,-2.5,0.23,0,0,2
345,16,4.1,63,0.7,263,-2.3,0.13,0,0,2
183,17,3.8,64,0.9,250,-2.3,0.01,0,0,2
45,18,3,84,1.7,137,0.5,0,0.3,0,2
40,19,2.3,89,0.6,96,0.6,0,0,0,2
66,20,1.9,90,0.9,88,0.4,0,0,0,2
64,21,1.8,92,1.1,109,0.6,0,0.2,0,2
30,22,1.8,92,1.2,94,0.6,0,0,0,2
42,23,1.4,92,1.9,73,0.2,0,0,0,2
43,0,0.9,95,1.8,63,0.1,0,0.2,0.2,1
43,1,0.5,95,2.1,79,-0.2,0,0,0.6,1
65,2,0.4,95,1.7,110,-0.3,0,0,1.2,1
65,3,0.3,91,2,172,-1,0,1,1.2,1
32,4,-0.2,87,3.5,246,-2.1,0,0,1.2,1
22,5,-0.8,85,2.8,329,-3,0,0,1.2,1
25,6,-1.3,84,2.4,425,-3.6,0,0,1.2,1
39,7,-1.8,86,1.7,367,-3.8,0,0,1.2,1
84,8,-2.1,86,1.4,354,-4.1,0,0,1.2,1
103,9,-1.9,82,1.6,410,-4.5,0.15,0,1.2,1
110,10,-0.5,73,1.7,609,-4.7,0.53,0,1.1,1
142,11,0.8,62,2.8,801,-5.6,0.88,0,1.1,1
209,12,1.4,47,4.5,1388,-8.7,1.1,0,1,1
267,13,2.5,36,3.7,1578,-11,1.15,0,0.7,1
262,14,3,28,3.8,1956,-13.7,1.1,0,0,1
300,15,3.1,25,3.9,2000,-15,0.9,0,0,1
272,16,2.7,26,2.7,2000,-14.9,0.59,0,0,1
240,17,1.7,30,2.9,2000,-14,0.22,0,0,1
215,18,0.7,31,2.3,2000,-14.5,0.01,0,0,1
163,19,0,31,2.2,2000,-15.1,0,0,0,1
161,20,-1,32,0.9,2000,-15.6,0,0,0,1
179,21,-1.6,35,1,2000,-15.1,0,0,0,1
155,22,-2.1,36,1.7,2000,-15.2,0,0,0,1
227,23,-2.6,40,0.6,2000,-14.3,0,0,0,1
206,0,-3.2,40,0.5,1358,-14.9,0,0,0,1
230,1,-3.3,41,0.7,2000,-14.7,0,0,0,1
178,2,-3.7,42,0.9,2000,-14.7,0,0,0,1
119,3,-4,44,1,2000,-14.4,0,0,0,1
62,4,-4.2,53,1.1,1994,-12.3,0,0,0,1
61,5,-4.4,54,0.8,1786,-12.3,0,0,0,1
65,6,-4.5,51,1.1,2000,-13.1,0,0,0,1
81,7,-4.7,56,1.1,2000,-12.1,0,0,0,1
89,8,-5,55,1,2000,-12.6,0,0,0,1
121,9,-4.3,39,0.7,1973,-16.2,0.15,0,0,1
139,10,-1.6,32,0.8,1766,-16.1,0.53,0,0,1
169,11,0.1,27,2.2,1874,-16.7,0.84,0,0,1
225,12,1.5,20,2.8,1992,-19,1.03,0,0,1
248,13,2.4,22,2.3,1921,-17.2,1.1,0,0,1
298,14,3.7,24,2.1,1906,-15,1.01,0,0,1
344,15,3,27,2.9,1715,-14.2,0.78,0,0,1
310,16,3,28,2.5,1864,-13.7,0.51,0,0,1
271,17,1.8,33,3.3,1913,-12.8,0.18,0,0,1
218,18,0.8,34,1.9,1887,-13.3,0.01,0,0,1
125,19,-0.1,39,1.3,1911,-12.4,0,0,0,1
206,20,-0.3,40,1.2,1936,-12.2,0,0,0,1
203,21,-0.9,44,1.2,1871,-11.6,0,0,0,1
168,22,-1.3,48,0.8,1927,-10.9,0,0,0,1
154,23,-1.6,51,0.7,1882,-10.4,0,0,0,1
148,0,-1.8,54,1.1,1772,-9.8,0,0,0,2
108,1,-2.1,56,0.8,1732,-9.7,0,0,0,2
69,2,-2.3,62,0.9,1560,-8.6,0,0,0,2
41,3,-2.5,62,0.4,1626,-8.7,0,0,0,2
31,4,-2.7,67,0.5,1302,-7.9,0,0,0,2
58,5,-3.1,67,0.6,1384,-8.3,0,0,0,2
139,6,-3.2,67,0.4,1409,-8.4,0,0,0,2
344,7,-3.2,69,0.5,1249,-8,0,0,0,2
655,8,-3.4,71,0.8,1179,-7.9,0,0,0,2
315,9,-3.1,66,0.2,1168,-8.5,0.12,0,0,2
208,10,-1.4,50,1.9,1355,-10.5,0.38,0,0,2
269,11,-0.4,40,2.3,1633,-12.3,0.66,0,0,2
293,12,0.9,29,1.9,1761,-15.1,0.88,0,0,2
273,13,1.5,23,3.6,1970,-17.4,0.95,0,0,2
302,14,1.7,20,4.4,1995,-18.9,0.91,0,0,2
295,15,1.5,22,3,1998,-17.9,0.76,0,0,2
320,16,1.3,23,2.9,2000,-17.6,0.51,0,0,2
373,17,0.3,27,2.6,2000,-16.5,0.18,0,0,2
675,18,-0.8,24,2.3,2000,-18.9,0.01,0,0,2
403,19,-1.3,28,2.4,2000,-17.5,0,0,0,2
364,20,-1.9,26,2.2,2000,-18.9,0,0,0,2
304,21,-2.6,28,2,2000,-18.6,0,0,0,2
273,22,-3.4,33,2.4,2000,-17.4,0,0,0,2
186,23,-3.8,35,2.3,2000,-17,0,0,0,2
160,0,-4.3,38,1.4,2000,-16.5,0,0,0,2
130,1,-5,42,1.2,1993,-15.9,0,0,0,2
110,2,-5.5,43,2,2000,-16.1,0,0,0,2
67,3,-6.1,45,1.3,1999,-16.1,0,0,0,2
43,4,-6.1,45,2.3,2000,-16.1,0,0,0,2
67,5,-6.4,47,2.4,1981,-15.8,0,0,0,2
137,6,-6.7,48,2.4,1991,-15.9,0,0,0,2
308,7,-6.9,48,2.4,1974,-16,0,0,0,2
670,8,-7,49,1.5,1971,-15.9,0,0,0,2
342,9,-6.8,44,1.7,1858,-17,0.16,0,0,2
213,10,-5.6,38,2.9,1752,-17.6,0.55,0,0,2
267,11,-4.5,36,3.2,1736,-17.3,0.77,0,0,2
297,12,-3.4,32,3.1,1706,-17.7,1.02,0,0,2
279,13,-2.2,31,2.3,1910,-17,1.13,0,0,2
270,14,-1.5,30,2.8,1903,-16.8,1.1,0,0,2
286,15,-1.1,29,2.8,1976,-16.9,0.96,0,0,2
299,16,-0.4,30,2,2000,-15.9,0.62,0,0,2
382,17,-1.9,35,1.8,2000,-15.3,0.25,0,0,2
637,18,-3.1,39,2.1,2000,-15.1,0,0,0,2
431,19,-3.7,41,2,2000,-15,0,0,0,2
294,20,-3.9,44,2.5,2000,-14.3,0,0,0,2
335,21,-4.3,47,2.8,1997,-13.9,0,0,0,2
291,22,-5.2,53,1.3,1969,-13.3,0,0,0,2
197,23,-5.9,54,0.8,1968,-13.7,0,0,0,2
159,0,-6.3,54,1.4,1990,-14.1,0,0,0,2
150,1,-6.9,56,2.3,1994,-14.2,0,0,0,2
123,2,-7.3,57,2,1978,-14.3,0,0,0,2
57,3,-7.4,54,1.7,1968,-15.1,0,0,0,2
38,4,-7.5,55,1.3,1984,-15,0,0,0,2
66,5,-7.6,49,1.3,2000,-16.4,0,0,0,2
120,6,-7.6,47,2.3,2000,-16.9,0,0,0,2
302,7,-8.1,51,0.5,1987,-16.4,0,0,0,2
646,8,-8.6,55,0.6,1984,-16,0,0,0,2
340,9,-7.9,48,1.2,1926,-17,0.14,0,0,2
197,10,-6.4,43,1,1872,-16.9,0.43,0,0,2
264,11,-4.4,40,0.8,1671,-16,0.69,0,0,2
290,12,-2.9,33,0.9,1813,-16.9,0.92,0,0,2
284,13,-2,32,1,1864,-16.5,0.91,0,0,2
262,14,-0.8,32,1.4,1846,-15.4,0.78,0,0,2
281,15,-1.2,31,0.8,1732,-16.2,0.47,0,0,2
309,16,-1.4,34,1.8,1719,-15.2,0.3,0,0,2
397,17,-2.1,37,1.4,1591,-14.8,0.09,0,0,2
603,18,-2.6,38,1.4,1604,-14.9,0,0,0,2
417,19,-2.7,39,1.4,1616,-14.7,0,0,0,2
311,20,-2.8,39,1.7,1702,-14.8,0,0,0,2
310,21,-3.1,41,2,1742,-14.5,0,0,0,2
306,22,-3.6,46,1.3,1689,-13.5,0,0,0,2
221,23,-4,48,1.5,1536,-13.4,0,0,0,2
202,0,-4.7,52,1.8,1611,-13,0,0,0,2
170,1,-5.1,51,1.5,1550,-13.6,0,0,0,2
118,2,-5.3,52,1.6,1481,-13.6,0,0,0,2
67,3,-5.5,56,1.1,1453,-12.9,0,0,0,2
47,4,-5.1,55,1.7,1266,-12.7,0,0,0,2
75,5,-5.1,55,1.5,1452,-12.7,0,0,0,2
123,6,-5.1,54,1.3,1346,-12.9,0,0,0,2
327,7,-5.3,53,1.1,1300,-13.4,0,0,0,2
665,8,-5.3,51,1,1319,-13.8,0,0,0,2
354,9,-4.7,49,1.2,1550,-13.8,0.12,0,0,2
232,10,-3.3,50,1.3,1407,-12.2,0.4,0,0,2
308,11,-0.7,45,1.5,1429,-11.1,0.76,0,0,2
362,12,-0.3,45,2.2,1066,-10.8,1.01,0,0,2
312,13,0.9,43,2,1112,-10.2,0.98,0,0,2
343,14,1.4,41,2,1003,-10.4,0.99,0,0,2
333,15,1.5,34,2.8,1776,-12.6,0.84,0,0,2
329,16,1,34,2.9,2000,-13.1,0.61,0,0,2
446,17,-0.6,45,3.3,1827,-11,0.24,0,0,2
635,18,-1.8,44,2.2,1709,-12.4,0.01,0,0,2
443,19,-2.5,49,0.6,1436,-11.7,0,0,0,2
322,20,-3.4,51,1.1,1391,-12.1,0,0,0,2
284,21,-3.5,53,0.9,1353,-11.7,0,0,0,2
281,22,-3.8,53,1.3,1300,-12,0,0,0,2
189,23,-3.6,50,1.9,1284,-12.5,0,0,0,2
184,0,-4.3,52,1.6,1247,-12.7,0,0,0,2
222,1,-4.8,54,1.2,1219,-12.7,0,0,0,2
176,2,-5.5,56,1.4,1285,-12.9,0,0,0,2
103,3,-5.6,56,1,1367,-13,0,0,0,2
61,4,-5.9,61,1.1,1260,-12.2,0,0,0,2
48,5,-6.1,64,1,1231,-11.8,0,0,0,2
69,6,-6.5,67,0.7,1175,-11.6,0,0,0,2
105,7,-6.6,65,1,1320,-12,0,0,0,2
186,8,-6.5,62,1.1,1503,-12.5,0,0,0,2
221,9,-5.8,49,1.4,1728,-14.8,0.16,0,0,2
204,10,-3.5,39,2,1946,-15.4,0.54,0,0,2
245,11,-1.6,35,2.1,1812,-15.1,0.87,0,0,2
283,12,0,35,2.3,1672,-13.6,1.07,0,0,2
356,13,0.9,28,2.4,1895,-15.6,1.18,0,0,2
370,14,1.8,29,2,1693,-14.3,1.14,0,0,2
373,15,2.3,27,2.2,1877,-14.8,0.92,0,0,2
352,16,2.7,27,2.2,1811,-14.4,0.64,0,0,2
354,17,1.1,31,1.7,1989,-14.1,0.26,0,0,2
271,18,-0.6,37,1.6,1797,-13.5,0.01,0,0,2
207,19,-1.2,37,1.2,1663,-14,0,0,0,2
189,20,-2.1,41,1.1,1578,-13.6,0,0,0,2
214,21,-2.5,47,0.8,1495,-12.2,0,0,0,2
218,22,-2.6,47,1.6,1492,-12.3,0,0,0,2
169,23,-3.2,50,0.8,1429,-12.1,0,0,0,2
192,0,-3.8,48,0.7,1574,-13.2,0,0,0,2
162,1,-3.9,51,0.2,1535,-12.5,0,0,0,2
128,2,-4.4,53,0.3,1594,-12.5,0,0,0,2
102,3,-4.8,56,0.6,1505,-12.2,0,0,0,2
62,4,-5.1,60,0.7,1377,-11.6,0,0,0,2
40,5,-5.6,58,0.7,1350,-12.5,0,0,0,2
38,6,-5.5,52,0.7,1503,-13.8,0,0,0,2
60,7,-5.6,58,0.9,1368,-12.5,0,0,0,2
122,8,-5.3,53,1.1,1411,-13.4,0,0,0,2
143,9,-3.8,49,1.6,1371,-12.9,0.18,0,0,2
179,10,-1.8,40,1.8,1555,-13.6,0.48,0,0,2
214,11,0.5,35,1.4,1558,-13.2,0.75,0,0,2
278,12,1.1,34,0.9,1455,-13,0.6,0,0,2
265,13,1.4,34,0.8,1394,-12.7,0.5,0,0,2
331,14,1.9,32,0.7,1368,-13,0.41,0,0,2
